SN,Pers1_id,pay5_2,pay5_3a,pay5_3aOther,pay5_3b__0,pay5_4,pay5_5,pay5_6
9042,Child,Urban community, , ,Tabora,Only once off/Once a year,Bank transfer/Pay into bank account,Building/renovation/expansion
6562,"Other, specify",Urban community, , ,Mjini Magharibi,Several times a year,Through Agent,Business expenses
815,"Other, specify",Urban community, , ,Dar es Salaam,Several times a year,Through Agent,Business expenses
8828,"Other, specify",Urban community, , ,Mtwara,Weekly,Through Agent,Business expenses
230,"Other, specify",Urban community, , ,Dodoma,When they ask you to/in an emergency,Through Agent,Business expenses
821,Friend,Rural village, , ,Tanga,Several times a year,Through Agent,Business expenses
1073,Friend,Rural village, , ,Tanga,Seasonally,Through Agent,Business expenses
7090,Friend,Urban community, , ,Tanga,Several times a year,Through Agent,Business expenses
7090,Other family member,Urban community, , ,Tanga,Several times a year,Through Agent,Business expenses
5086,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Friends or family takes it there,Business expenses
6780,Other family member,Rural village, , ,Dodoma,Only once off/Once a year,Friends or family takes it there,Business expenses
7311,Someone who borrowed money from you,Urban community, , ,Pwani,Several times a year,Bus/taxi driver takes it there,Business expenses
8147,Friend,Outside of Tanzania,Other specify,ZAMBIA, ,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
9612,Spouse,Outside of Tanzania,Other specify,OMAN, ,Monthly,Through mobile phone:different network,Business expenses
7523,Friend,Outside of Tanzania,England, , ,Several times a year,Through mobile phone:different network,Business expenses
62,Other family member,Outside of Tanzania,USA, , ,When you can,Through mobile phone:different network,Business expenses
4578,Friend,Outside of Tanzania,Kenya, , ,Only once off/Once a year,Through mobile phone:different network,Business expenses
1110,Other family member,Outside of Tanzania,Kenya, , ,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
8420,"Other, specify",Urban community, , ,Kigoma,When you can,Through mobile phone:different network,Business expenses
8360,"Other, specify",Rural village, , ,Rukwa,Only once off/Once a year,Through mobile phone:different network,Business expenses
7430,"Other, specify",Urban community, , ,Arusha,When you can,Through mobile phone:different network,Business expenses
6651,"Other, specify",Urban community, , ,Morogoro,Seasonally,Through mobile phone:different network,Business expenses
7148,"Other, specify",Urban community, , ,Morogoro,Weekly,Through mobile phone:different network,Business expenses
9663,"Other, specify",Urban community, , ,Dar es Salaam,When you can,Through mobile phone:different network,Business expenses
6683,"Other, specify",Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone:different network,Business expenses
7686,"Other, specify",Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
2479,"Other, specify",Urban community, , ,Iringa,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
7758,"Other, specify",Urban community, , ,Pwani,When you can,Through mobile phone:different network,Business expenses
2491,"Other, specify",Rural village, , ,Iringa,Several times a year,Through mobile phone:different network,Business expenses
7836,"Other, specify",Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone:different network,Business expenses
8976,"Other, specify",Urban community, , ,Mwanza,When you can,Through mobile phone:different network,Business expenses
7871,"Other, specify",Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone:different network,Business expenses
9295,Someone who borrowed money from you,Urban community, , ,Mwanza,Weekly,Through mobile phone:different network,Business expenses
9299,Someone who borrowed money from you,Urban community, , ,Mwanza,Several times a year,Through mobile phone:different network,Business expenses
9629,Someone who borrowed money from you,Urban community, , ,Mjini Magharibi,Several times a year,Through mobile phone:different network,Business expenses
9636,Someone who borrowed money from you,Rural village, , ,Pwani,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
8769,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,Fortnightly,Through mobile phone:different network,Business expenses
8443,Someone who borrowed money from you,Rural village, , ,Kigoma,Monthly,Through mobile phone:different network,Business expenses
7570,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone:different network,Business expenses
7618,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone:different network,Business expenses
7354,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone:different network,Business expenses
7715,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,When you can,Through mobile phone:different network,Business expenses
6441,Someone who borrowed money from you,Urban community, , ,Tanga,Several times a year,Through mobile phone:different network,Business expenses
9200,Someone who borrowed money from you,Urban community, , ,Iringa,Several times a year,Through mobile phone:different network,Business expenses
7929,Someone who borrowed money from you,Rural village, , ,Mtwara,Only once off/Once a year,Through mobile phone:different network,Business expenses
6916,Someone who borrowed money from you,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
2327,Someone who borrowed money from you,Urban community, , ,Ruvuma,Only once off/Once a year,Through mobile phone:different network,Business expenses
5055,Someone who borrowed money from you,Rural village, , ,Manyara,Weekly,Through mobile phone:different network,Business expenses
8023,Friend,Rural village, , ,Ruvuma,When you can,Through mobile phone:different network,Business expenses
9362,Friend,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
2758,Friend,Urban community, , ,Singida,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
6651,Friend,Urban community, , ,Morogoro,Seasonally,Through mobile phone:different network,Business expenses
423,Friend,Urban community, , ,Arusha,When you can,Through mobile phone:different network,Business expenses
9653,Friend,Urban community, , ,Mjini Magharibi,Monthly,Through mobile phone:different network,Business expenses
9654,Friend,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
7547,Friend,Urban community, , ,Mbeya,Several times a year,Through mobile phone:different network,Business expenses
196,Friend,Rural village, , ,Manyara,Several times a year,Through mobile phone:different network,Business expenses
9116,Friend,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
8565,Friend,Urban community, , ,Shinyanga,When you can,Through mobile phone:different network,Business expenses
7597,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
9557,Friend,Rural village, , ,Tanga,Seasonally,Through mobile phone:different network,Business expenses
7609,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Business expenses
9691,Friend,Urban community, , ,Mjini Magharibi,Several times a year,Through mobile phone:different network,Business expenses
