SN,Exp_id,E14_3,E14_2
6831,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
6831,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
1907,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6008,You had large unforeseen death/funeral expenses,Yes,Used savings;
4028,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
2996,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
5225,You had large unforeseen medical expenses,Yes,Used savings;
620,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
620,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2997,You had large unforeseen medical expenses,Yes,Borrowed money
2997,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
2998,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2998,You received no money/less money than you expected,Yes,Cut down on expenses
2998,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
7500,You had large unforeseen medical expenses,Yes,Borrowed money
7500,You received no money/less money than you expected,Yes,Used savings;
877,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
9638,You had large unforeseen medical expenses,Yes,Used savings;
9638,"You had large unforeseen expenses, specify",Yes,Used savings;
7501,You had large unforeseen medical expenses,Yes,Sold asset/something not obtained for this purpose
7501,You had large unforeseen death/funeral expenses,Yes,Sold asset/something not obtained for this purpose
4810,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
878,You received no money/less money than you expected,Yes,Nothing
878,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
1220,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1220,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1220,"You had large unforeseen expenses, specify",Yes,Cut down on expenses
6833,You had large unforeseen death/funeral expenses,Yes,Used savings;
6833,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
6833,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
6833,You received no money/less money than you expected,Yes,Used savings;
6833,You had large unforeseen medical expenses,Yes,Used savings;
9639,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
9639,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
1221,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1221,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
2168,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2169,You had large unforeseen death/funeral expenses,Yes,Borrowed money
7322,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7502,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
3818,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
9231,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
7503,You had large unforeseen medical expenses,No,Nothing
6835,You had large unforeseen death/funeral expenses,Yes,Used savings;
6835,You had large unforeseen medical expenses,Yes,Used savings;
2569,You had large unforeseen medical expenses,Yes,Borrowed money
2569,You had large unforeseen death/funeral expenses,Yes,Borrowed money
4314,You received no money/less money than you expected,Yes,Sold asset/something not obtained for this purpose
7021,You received no money/less money than you expected,Yes,Borrowed money
7021,You had large unforeseen death/funeral expenses,Yes,Borrowed money
6659,Harvest/crop failure/loss of livestock only for those who farm?,No,Nothing
6659,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
6659,You received no money/less money than you expected,Yes,Nothing
150,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
150,You had large unforeseen medical expenses,Yes,Cut down on expenses
150,You received no money/less money than you expected,Yes,Cut down on expenses
150,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
8435,You had large unforeseen medical expenses,Yes,Borrowed money
3000,You had large unforeseen medical expenses,Yes,Cut down on expenses
3300,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9818,You received no money/less money than you expected,Yes,Worked more/did casual jobs
8369,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold an asset/something obtained for this purpose
8369,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold an asset/something obtained for this purpose
4029,You had large unforeseen medical expenses,Yes,Cut down on expenses
7324,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
7324,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Nothing
3301,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold an asset/something obtained for this purpose
3301,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6372,You had large unforeseen medical expenses,Yes,Used savings;
1699,You had large unforeseen medical expenses,Yes,Used savings;
1699,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1908,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1908,You received no money/less money than you expected,Yes,Cut down on expenses
9641,You had large unforeseen medical expenses,Yes,Used savings;
9641,You received no money/less money than you expected,Yes,Used savings;
1700,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1700,You received no money/less money than you expected,Yes,Cut down on expenses
9819,You had large unforeseen medical expenses,No,Nothing
7326,You received no money/less money than you expected,Yes,Borrowed money
7326,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
2171,You received no money/less money than you expected,Yes,Nothing
7022,You received no money/less money than you expected,Yes,Cut down on expenses
3302,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
3303,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3303,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4565,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
4565,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4565,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
8370,You received no money/less money than you expected,Yes,Sold an asset/something obtained for this purpose
9642,You had large unforeseen death/funeral expenses,Yes,Used savings;
4030,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4030,You had large unforeseen medical expenses,Yes,Cut down on expenses
879,You had large unforeseen medical expenses,Yes,Cut down on expenses
1909,You received no money/less money than you expected,Yes,Nothing
1909,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1909,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1909,You had large unforeseen medical expenses,Yes,Nothing
8772,You had large unforeseen death/funeral expenses,Yes,Help from friends/relatives/community/Government
5402,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9023,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9023,You received no money/less money than you expected,Yes,Worked more/did casual jobs
8773,"You had large unforeseen expenses, specify",Yes,Cut down on expenses
8773,You had large unforeseen medical expenses,Yes,Cut down on expenses
8773,You received no money/less money than you expected,Yes,Cut down on expenses
7504,You received no money/less money than you expected,Yes,Used savings;
3514,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2381,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
3819,You had large unforeseen medical expenses,Yes,Borrowed money
6300,You had large unforeseen medical expenses,Yes,Used savings;
6300,You received no money/less money than you expected,Yes,Used savings;
6167,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
1223,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
8774,You received no money/less money than you expected,Yes,Cut down on expenses
5640,You received no money/less money than you expected,Yes,Cut down on expenses
5640,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
