SN,Pers_id,pay2_2,pay2_3a,pay2_3aOther,pay2_3b__0,pay2_4,pay2_5,pay2_6
5070,Friend,Rural village, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
5082,Other family member,Rural village, , ,Iringa,When you can,Through mobile phone using the same network,Business expenses
2390,Friend,Urban community, , ,Iringa,Weekly,Through mobile phone using the same network,Business expenses
2407,Friend,Rural village, , ,Iringa,Monthly,Through mobile phone using the same network,Business expenses
2411,Other family member,Urban community, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
2411,Parent,Rural village, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
5107,Someone I borrowed money from,Urban community, , ,Iringa,When you can,Through mobile phone using the same network,Business expenses
2431,Child,Urban community, , ,Iringa,Several times a year,Through mobile phone using the same network,Business expenses
8181,Friend,Rural village, , ,Iringa,Only once off/Once a year,Through mobile phone using the same network,Business expenses
2491,"Other, specify",Rural village, , ,Iringa,Only once off/Once a year,Through mobile phone using the same network,Business expenses
5190,Friend,Urban community, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
8065,Friend,Urban community, , ,Ruvuma,Several times a year,Through Agent,Business expenses
2153,Other family member,Urban community, , ,Ruvuma,When they ask you to/in an emergency,Bus/taxi driver takes it there,Business expenses
2251,Someone I borrowed money from,Rural village, , ,Ruvuma,Several times a year,Through mobile phone: different network,Business expenses
2169,Child,Rural village, , ,Ruvuma,Several times a year,Through mobile phone using the same network,Business expenses
9056,Other family member,Rural village, , ,Ruvuma,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
8078,Friend,Urban community, , ,Ruvuma,Several times a year,Through mobile phone using the same network,Business expenses
1911,Child,Rural village, , ,Mtwara,Only once off/Once a year,Through Agent,Business expenses
2160,Other family member,Urban community, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone: different network,Business expenses
7765,Other family member,Rural village, , ,Mtwara,Several times a year,Through mobile phone: different network,Business expenses
1667,"Other, specify",Rural village, , ,Mtwara,Only once off/Once a year,Through mobile phone using the same network,Business expenses
7992,Child,Rural village, , ,Mtwara,Several times a year,Through mobile phone using the same network,Business expenses
1843,Friend,Rural village, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
1841,Friend,Rural village, , ,Lindi,When they ask you to/in an emergency,Through Agent,Business expenses
7969,Friend,Rural village, , ,Lindi,Only once off/Once a year,Through mobile phone: different network,Business expenses
1678,Friend,Rural village, , ,Lindi,Several times a year,Through mobile phone using the same network,Business expenses
1718,Other family member,Rural village, , ,Lindi,When you can,Through mobile phone using the same network,Business expenses
1736,Someone I borrowed money from,Rural village, , ,Lindi,Only once off/Once a year,Through mobile phone using the same network,Business expenses
7919,Someone I borrowed money from,Rural village, , ,Lindi,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
7922,Friend,Urban community, , ,Lindi,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
6405,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through Agent,Business expenses
1115,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through Agent,Business expenses
7418,"Other, specify",Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Business expenses
4809,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Business expenses
7555,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Business expenses
7598,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Business expenses
9689,Friend,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone: different network,Business expenses
7645,"Other, specify",Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Business expenses
6576,Friend,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone: different network,Business expenses
996,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Business expenses
3644,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Business expenses
9746,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Business expenses
7742,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Business expenses
7088,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Business expenses
6777,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone: different network,Business expenses
558,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Business expenses
9852,Someone I borrowed money from,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Business expenses
371,Friend,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone: different network,Business expenses
5981,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Business expenses
395,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
9817,Friend,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Business expenses
8300,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Business expenses
8781,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
9394,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Business expenses
917,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
8808,Other family member,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Business expenses
1961,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Business expenses
669,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
233,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Business expenses
995,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Business expenses
7912,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Business expenses
6067,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
7708,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Business expenses
7712,Other family member,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Business expenses
8395,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Business expenses
